gene_claim_name	gene_name	entrez_id	gene_claim_source
ENSG00000238500	RNU7-87P	100873842	Ensembl
MAP3K15	MAP3K15	389840	IDG
ENSG00000242020	RN7SL68P	107080632	Ensembl
Sinus node I(f) channel			TTD
TAS2R8	TAS2R8	50836	GO
ENSG00000258717			Ensembl
ENSG00000284959			Ensembl
ENSG00000151092	NGLY1	55768	Ensembl
ENSG00000196295			Ensembl
TBX5	TBX5	6910	Pharos
ENSG00000231015			Ensembl
ENSG00000102387	TAF7L	54457	Ensembl
ARID2	ARID2	196528	Tempus
ENSG00000162836	ACP6	51205	HingoraniCasas
TLX3	TLX3	30012	Pharos
ENSG00000159239			Ensembl
ENSG00000243964	RPL23AP65	440027	Ensembl
ENSG00000228751			Ensembl
ENSG00000166948	TGM6	343641	HingoraniCasas
CLCN4	CLCN4	1183	Pharos
ENSG00000089195	TRMT6	51605	Ensembl
ENSG00000115687	PASK	23178	HingoraniCasas
ENSG00000250284			Ensembl
ENSG00000278589	ZACNP1	101929026	Ensembl
PDCD10	PDCD10	11235	Pharos
NRAS	NRAS	4893	DoCM
ENSG00000271149			Ensembl
ENSG00000286776			Ensembl
HRH4	HRH4	59340	DTC
CUL4A	CUL4A	8451	GO
ENSG00000117480	FAAH	2166	HingoraniCasas
FLT1	FLT1	2321	PharmGKB
ENSG00000238628			Ensembl
HOMER1	HOMER1	9456	PharmGKB
ENSG00000264529			Ensembl
HSD17B8	HSD17B8	7923	Pharos
NR4A3	NR4A3	8013	Pharos
ENSG00000261804			Ensembl
ABCF3	ABCF3	55324	Pharos
ENSG00000242936	RPL30P6	100270980	Ensembl
ENSG00000188707	ZBED10P	113763	Ensembl
ENSG00000101292	PROKR2	128674	Ensembl
ENSG00000223181	RNU6-1199P	106480091	Ensembl
ENSG00000154001	PPP2R5E	5529	Ensembl
PYY3	PYY3	644059	GO
CTSH	CTSH	1512	dGene
ENSG00000108239	TBC1D12	23232	Ensembl
ENSG00000224879			Ensembl
ENSG00000214654			Ensembl
ENSG00000129437	KLK14	43847	HingoraniCasas
P09693	CD3G	917	TdgClinicalTrial
ORM2	ORM2	5005	PharmGKB
ENSG00000263465	SRSF8	10929	Ensembl
ENSG00000223774			Ensembl
ENSG00000163577	EIF5A2	56648	Ensembl
ALDH2	ALDH2	217	NCI
ENSG00000149380	P4HA3	283208	Ensembl
ENSG00000229226	BTF3L4P4	100506061	Ensembl
ENSG00000198791	CNOT7	29883	Ensembl
ENSG00000172594	SMPDL3A	10924	HingoraniCasas
ENSG00000066923	STAG3	10734	Ensembl
ENSG00000125482	TTF1	7270	Ensembl
ENSG00000257921			Ensembl
ENSG00000132155	RAF1	5894	HingoraniCasas
MSH3	MSH3	4437	GO
ENSG00000233118	UBE2V1P8	102724706	Ensembl
HTR3A	HTR3A	3359	Pharos
ENSG00000233479			Ensembl
ENSG00000257905			Ensembl
Hepatitis B virus Reverse transcriptase priming/DNA synthesis			TTD
ENSG00000127526	SLC35E1	79939	Ensembl
ENSG00000236980	C3ORF84	646498	Ensembl
ENSG00000177291	GJD4	219770	Ensembl
Prostaglandin F2-alpha receptor	PTGFR	5737	TTD
ENSG00000197594	ENPP1	5167	HingoraniCasas
ENSG00000179071	CCDC89	220388	Ensembl
CDK2AP1	CDK2AP1	8099	Pharos
ENSG00000261065	ERLNC1	101929441	Ensembl
ENSG00000168811	IL12A	3592	Ensembl
ENSG00000166165	CKB	1152	Ensembl
ENSG00000254260			Ensembl
ENSG00000275328	SPDYE19P	100130307	Ensembl
CHST1	CHST1	8534	Pharos
ENSG00000180383	DEFB124	245937	Ensembl
ENSG00000147432	CHRNB3	1142	RussLampel
ENSG00000261052	SULT1A3	6818	Ensembl
ENSG00000236718	RBMY2QP	379006	Ensembl
ENSG00000148356	LRSAM1	90678	Ensembl
ENSG00000010810	FYN	2534	RussLampel
ENSG00000196344	ADH7	131	HingoraniCasas
ENSG00000186493	C5ORF38	153571	Ensembl
ENSG00000099203	TMED1	11018	HingoraniCasas
ENSG00000196273	LINC00523	283601	Ensembl
ENSG00000247570	SDCBPP2	100129960	Ensembl
Q9BTV5	FSD1	79187	HopkinsGroom
ENSG00000095713	CRTAC1	55118	RussLampel
ENSG00000012171	SEMA3B	7869	Ensembl
ENSG00000068903	SIRT2	22933	HingoraniCasas
ENSG00000253394	LINC00534	100874052	Ensembl
ENSG00000010438	PRSS3	5646	RussLampel
ENSG00000099814	CEP170B	283638	Ensembl
ENSG00000141560	FN3KRP	79672	Ensembl
ENSG00000257743	MGAM2	93432	HingoraniCasas
ENSG00000089050	RBBP9	10741	HingoraniCasas
ENSG00000133392	MYH11	4629	Ensembl
ENSG00000134297	PLEKHA8P1	51054	Ensembl
ENSG00000088179	PTPN4	5775	Ensembl
P08183	ABCB1	5243	TEND
ENSG00000218819	TDRD15	100129278	Ensembl
ENSG00000145012	LPP	4026	Ensembl
ENSG00000199881			Ensembl
ENSG00000238279			Ensembl
59352	LGR6	59352	GuideToPharmacology
ENSG00000227148			Ensembl
ENSG00000227139			Ensembl
ENSG00000166825	ANPEP	290	RussLampel
ENSG00000257682			Ensembl
MT-CO1	MT-CO1	4512	NCI
ENSG00000225948			Ensembl
Calcitonin gene-related peptide	MICU1	10367	TTD
ENSG00000091106	NLRC4	58484	Ensembl
ENSG00000188439	OR4P1P	79308	RussLampel
DHRS7	DHRS7	51635	Pharos
ENSG00000123992	DNPEP	23549	Ensembl
ENSG00000179943	FIZ1	84922	Ensembl
MECOM	MECOM	2122	CarisMolecularIntelligence
ENSG00000139946	PELI2	57161	Ensembl
ENSG00000214484	RPSAP28	391387	Ensembl
LATS2	LATS2	26524	Pharos
SLC27A4	SLC27A4	10999	HumanProteinAtlas
ENSG00000187764	SEMA4D	10507	Ensembl
ENSG00000165556	CDX2	1045	Ensembl
ENSG00000174697	LEP	3952	Ensembl
ENSG00000261195			Ensembl
ENSG00000261279	ULK4P1	89838	Ensembl
DYRK3	DYRK3	8444	Pharos
OR9K2	OR9K2	441639	Pharos
ENSG00000159763	PIP	5304	Ensembl
ENSG00000272750			Ensembl
1592	CYP26A1	1592	GuideToPharmacology
MDM4	MDM4	4194	CarisMolecularIntelligence
ENSG00000223452	HMGN2P18	648822	Ensembl
ENSG00000197036			RussLampel
SGK223	PRAG1	157285	dGene
ENSG00000283933	MIR6878	102465529	Ensembl
ENSG00000262339			Ensembl
ENSG00000179915	NRXN1	9378	Ensembl
ENSG00000260756			Ensembl
FZD9	FZD9	8326	Pharos
ENSG00000110427	KIAA1549L	25758	Ensembl
5817	DYRK4	8798	GuideToPharmacology
3631	INPP4A	3631	GuideToPharmacology
ENSG00000236556			Ensembl
KIAA0533	LAMA5	3911	ChemblInteractions
NUP93	NUP93	9688	FoundationOneGenes
ENSG00000169154	GOT1L1	137362	Ensembl
ENSG00000254404			Ensembl
ENSG00000103064	SLC7A6	9057	RussLampel
OR5T3	OR5T3	390154	Pharos
ADRB3R	ADRB3	155	ChemblInteractions
ARMC8	ARMC8	25852	Pharos
ENSG00000254699			Ensembl
ENSG00000263069			Ensembl
3678	ITGA5	3678	GuideToPharmacology
552	AVPR1A	552	GuideToPharmacology
ENSG00000255398	HCAR3	8843	Ensembl
ENSG00000236806	RPL7AP15	100270895	Ensembl
ENSG00000255608			Ensembl
LRP1B	LRP1B	53353	Tempus
MAP2K3	MAP2K3	5606	HumanProteinAtlas
GABBR1	GABBR1	2550	NCI
ENSG00000211809	TRAV27	28655	Ensembl
ENSG00000281912	LINC01144	400752	Ensembl
ENSG00000107372	ZFAND5	7763	Ensembl
ENSG00000266505			Ensembl
P22748	CA4	762	TEND
ENSG00000115353	TACR1	6869	HingoraniCasas
ENSG00000254617			Ensembl
ENSG00000242661	RPS3AP43	727970	Ensembl
ENSG00000127564	PKMYT1	9088	HingoraniCasas
SSTR3	SSTR3	6753	DTC
VIPR2	VIPR2	7434	GO
6507	SLC1A3	6507	GuideToPharmacology
ENSG00000011295	TTC19	54902	Ensembl
ENSG00000266545	MIR5701-1	100847060	Ensembl
ENSG00000254315			Ensembl
ENSG00000203635			Ensembl
IL8RB	CXCR2	3579	ChemblInteractions
XIAP	XIAP	331	ClearityFoundationClinicalTrial
CACH2	CACNA1C	775	ChemblInteractions
ENSG00000137673	MMP7	4316	Ensembl
ENSG00000267857			Ensembl
EVX2	EVX2	344191	Pharos
Oxysterols receptor LXR-beta	NR1H2	7376	TTD
P2RY13	P2RY13	53829	Pharos
ENSG00000227645	RPL7P54	100271146	Ensembl
ENSG00000229822			Ensembl
6262	RYR2	6262	GuideToPharmacology
NLRP3	NLRP3	114548	NCI
ENSG00000172939	OXSR1	9943	RussLampel
57153	SLC44A2	57153	GuideToPharmacology
ENSG00000249139	EPPIN-WFDC6	100526773	Ensembl
CHUK	CHUK	1147	GO
ENSG00000110955	ATP5F1B	506	Ensembl
ENSG00000237503			Ensembl
ENSG00000270956			Ensembl
ENSG00000238367	MIR2113	100302164	Ensembl
ENSG00000226433			Ensembl
ENSG00000173338	KCNK7	10089	HingoraniCasas
ADGRF2	ADGRF2	222611	IDG
ENSG00000115232	ITGA4	3676	HingoraniCasas
Q9H1R3	MYLK2	85366	HopkinsGroom
ENSG00000142484	TM4SF5	9032	Ensembl
ENSG00000182591	KRTAP11-1	337880	Ensembl
ENSG00000233626			Ensembl
ENSG00000230986	DDX3P2	100874489	Ensembl
ENSG00000104325	DECR1	1666	Ensembl
ENSG00000278004			Ensembl
ENSG00000237610	OR4C50P	256190	Ensembl
ENSG00000251311	LINC02214	102467223	Ensembl
ENSG00000252139	SCARNA18	677765	Ensembl
ENSG00000269431	BNIP3P8	100421710	Ensembl
ENSG00000160439	RDH13	112724	RussLampel
PIK3CB	PIK3CB	5291	MskImpact
ENSG00000185842	DNAH14	127602	Ensembl
GPR146	GPR146	115330	dGene
ENSG00000147113	DIPK2B	79742	Ensembl
ENSG00000164104	HMGB2	3148	Ensembl
NDUFC2	NDUFC2	4718	Pharos
EZR	EZR	7430	Pharos
ENSG00000121410	A1BG	1	Ensembl
ENSG00000138829	FBN2	2201	Ensembl
ENSG00000207816	MIR124-2	406908	Ensembl
ENSG00000287610			Ensembl
23173	METAP1	23173	GuideToPharmacology
ENSG00000124693	H3C2	8358	HingoraniCasas
ENSG00000232445			Ensembl
ENSG00000075391	RASAL2	9462	Ensembl
3001	GZMA	3001	GuideToPharmacology
LHX9	LHX9	56956	Pharos
Q13085	ACACA	31	HopkinsGroom
ENSG00000166123	GPT2	84706	Ensembl
ENSG00000257155			Ensembl
ENSG00000108179	PPIF	10105	Ensembl
ENSG00000068903	SIRT2	22933	Ensembl
ENSG00000258554			Ensembl
ENSG00000287213			Ensembl
ENSG00000066583	ISOC1	51015	Ensembl
ENSG00000263293			Ensembl
ENSG00000122641	INHBA	3624	HingoraniCasas
ENSG00000256590	TRDV3	28516	Ensembl
ENSG00000224826			Ensembl
ENSG00000213891	RPL3P6	643220	Ensembl
ENSG00000261798			Ensembl
ENSG00000107036	RIC1	57589	Ensembl
ENSG00000149474	KAT14	57325	Ensembl
ENSG00000254722	FAM8A2P	728097	Ensembl
ENSG00000279734			Ensembl
ENSG00000172782	FADS6	283985	Ensembl
ENSG00000117450	PRDX1	5052	Ensembl
ENSG00000261173			Ensembl
ENSG00000223804			Ensembl
200576	PIKFYVE	200576	GuideToPharmacology
ENSG00000274196	FAM197Y4	100289188	Ensembl
CREG1	CREG1	8804	GO
ENSG00000202478	RNU6-81P	100873780	Ensembl
IRS2	IRS2	8660	Tempus
ENSG00000182854	OR4F15	390649	Ensembl
PTPN22	PTPN22	26191	dGene
ENSG00000253819	LINC01151	104266958	Ensembl
293	SLC25A6	293	GuideToPharmacology
ENSG00000092009	CMA1	1215	Ensembl
ENSG00000285444			Ensembl
ENSG00000242951			Ensembl
ENSG00000165521	EML5	161436	Ensembl
OR13D1	OR13D1	286365	Pharos
ENSG00000228167			Ensembl
TMC3	TMC3	342125	Pharos
ENSG00000254521	SIGLEC12	89858	HingoraniCasas
ENSG00000223552			Ensembl
ENSG00000148408	CACNA1B	774	Ensembl
ENSG00000285895			Ensembl
ENSG00000081307	UBA5	79876	Ensembl
ENSG00000172209	GPR22	2845	HingoraniCasas
Q8NGE1	OR6C4	341418	HopkinsGroom
P03956	MMP1	4312	HopkinsGroom
ENSG00000233767	PSMA6P3	100874510	Ensembl
ENSG00000287613			Ensembl
P53778	MAPK12	6300	HopkinsGroom
ENSG00000119401	TRIM32	22954	Ensembl
ENSG00000101019	UQCC1	55245	Ensembl
RIPK4	RIPK4	54101	GO
P26006	ITGA3	3675	HopkinsGroom
O14965	AURKA	6790	HopkinsGroom
ENSG00000206858			Ensembl
ENSG00000140519	RHCG	51458	Ensembl
ENSG00000158104	HPD	3242	Ensembl
ENSG00000258081			Ensembl
RNF7	RNF7	9616	Pharos
ENSG00000239697	TNFSF12	8742	Ensembl
GNAQ	GNAQ	2776	DoCM
ENSG00000286191			Ensembl
ENSG00000212354	RNU6-1242P	106480108	Ensembl
ENSG00000278039			Ensembl
ENSG00000284391			Ensembl
ENSG00000272645	GTF2IP20	441124	Ensembl
ACADSB	ACADSB	36	HumanProteinAtlas
BMPR1A	BMPR1A	657	GO
ENSG00000249825			Ensembl
Beta-adrenergic receptor kinase 1	GRK2	156	TTD
ENSG00000242156			Ensembl
ENSG00000279000	OR10A6	390093	Ensembl
ENSG00000232124			Ensembl
ENSG00000244474	UGT1A4	54657	Ensembl
ENSG00000086288	NME8	51314	RussLampel
ENSG00000244617	ASPRV1	151516	Ensembl
ENSG00000227104	PIGQP1	106480812	Ensembl
NFATC1	NFATC1	4772	Pharos
ENSG00000227855	DPY19L2P3	442524	Ensembl
10057	ABCC5	10057	GuideToPharmacology
ENSG00000261635			Ensembl
SARS	SARS1	6301	HumanProteinAtlas
ENSG00000017427	IGF1	3479	Ensembl
ENSG00000237635	DUX4L29	106481970	Ensembl
ENSG00000273212			Ensembl
ENSG00000248464	FGF10-AS1	101927075	Ensembl
ENSG00000134917	ADAMTS8	11095	RussLampel
P22732	SLC2A5	6518	TdgClinicalTrial
Granulocyte colony-stimulating factor receptor	CSF3R	1441	TTD
Q8NGL2	OR5L1	219437	HopkinsGroom
MYB	MYB	4602	Tempus
ACADS	ACADS	35	HumanProteinAtlas
Q14142	TRIM14	9830	HopkinsGroom
538	ATP7A	538	GuideToPharmacology
ENSG00000285752			Ensembl
ENSG00000174721	FGFBP3	143282	HingoraniCasas
ENSG00000256176			Ensembl
ENSG00000234419	CICP13	728615	Ensembl
ENSG00000105697	HAMP	57817	Ensembl
ENSG00000277621			Ensembl
ENSG00000255146			Ensembl
ENSG00000129680	MAP7D3	79649	Ensembl
Q5XLA6	CARD17	440068	HopkinsGroom
P08559	PDHA1	5160	TdgClinicalTrial
SCN1A	SCN1A	6323	Pharos
11095	ADAMTS8	11095	GuideToPharmacology
CASP7	CASP7	840	Pharos
ENSG00000279573			Ensembl
ENSG00000274859			Ensembl
ENSG00000283609	MIR4662A	100616221	Ensembl
SNAI3	SNAI3	333929	GO
ENSG00000279900			Ensembl
ENSG00000282535			Ensembl
ENSG00000141510	TP53	7157	Ensembl
ADGRD2	ADGRD2	347088	GO
ENSG00000161011	SQSTM1	8878	Ensembl
ENSG00000230213	OR8V1P	282776	Ensembl
ENSG00000220540			Ensembl
ENSG00000116005	PCYOX1	51449	HingoraniCasas
ENSG00000252830			Ensembl
ENSG00000139679	LPAR6	10161	RussLampel
ENSG00000258750			Ensembl
FGF19	FGF19	9965	CarisMolecularIntelligence
ENSG00000286636			Ensembl
ENSG00000281910	SNORA50A	677830	Ensembl
ENSG00000259956	RBM15B	29890	Ensembl
ENSG00000212538			Ensembl
ENSG00000275908	RNU4ATAC	100151683	Ensembl
ENSG00000232893	IQCA1-AS1	107080627	Ensembl
CASR	CASR	846	FDA
ENSG00000214042	IFNA7	3444	HingoraniCasas
ENSG00000263466			Ensembl
8658	TNKS	8658	GuideToPharmacology
ENSG00000105472	CLEC11A	6320	HingoraniCasas
Neuromedin-K receptor	TACR3	6870	TTD
ENSG00000254201			Ensembl
NR4A2	NR4A2	4929	GO
SLC22A18	SLC22A18	5002	Pharos
ENSG00000230192			Ensembl
ENSG00000226762			Ensembl
ENSG00000178502	KLHL11	55175	Ensembl
ENSG00000173020	GRK2	156	HingoraniCasas
ENSG00000213177	PRDX2P4	442239	Ensembl
ENSG00000149633	KIAA1755	85449	Ensembl
ENSG00000224416	IFNA22P	3453	Ensembl
P20309	CHRM3	1131	HopkinsGroom
SLC22A1	SLC22A1	6580	GO
ENSG00000248809	LINC01095	100505545	Ensembl
ENSG00000266270	MIR5096	100616427	Ensembl
ENSG00000240128	KRT18P43	151825	Ensembl
IGLC3	IGLC3	3539	GO
ENSG00000119203	CPSF3	51692	Ensembl
Sodium/glucose cotransporter 2	SLC5A4	6527	TTD
ENSG00000225591			Ensembl
ENSG00000136448	NMT1	4836	Ensembl
ENSG00000200873	RNA5SP399	100873652	Ensembl
ENSG00000161204	ABCF3	55324	Ensembl
ENSG00000221527	RNU6ATAC41P	106481869	Ensembl
1144	CHRND	1144	GuideToPharmacology
PRDX1	PRDX1	5052	Pharos
ENSG00000207973	MIR589	693174	Ensembl
ENSG00000107736	CDH23	64072	Ensembl
EP300	EP300	2033	CarisMolecularIntelligence
CDKN2D	CDKN2D	1032	Pharos
ENSG00000139514	SLC7A1	6541	Ensembl
ENSG00000163064	EN1	2019	Ensembl
ENSG00000090615	GOLGA3	2802	Ensembl
ENSG00000068615	REEP1	65055	Ensembl
ENSG00000201368			Ensembl
ENSG00000109103	UNC119	9094	Ensembl
ENSG00000258649			Ensembl
ENSG00000226429			Ensembl
ENSG00000161243	FBXO27	126433	Ensembl
COL1A1	COL1A1	1277	FoundationOneGenes
ENSG00000165623	UCMA	221044	HingoraniCasas
ENSG00000241383	LINC01997	105374201	Ensembl
ENSG00000253298	LINC01845	285627	Ensembl
BRCA2	BRCA2	675	ClearityFoundationBiomarkers
PRKACA messenger RNA			TTD
CDKL2	CDKL2	8999	IDG
SEC23B	SEC23B	10483	Tempus
ENSG00000139287	TPH2	121278	RussLampel
ACYP2	ACYP2	98	PharmGKB
ENSG00000270496	BNIP3P7	101927265	Ensembl
ENSG00000256234			Ensembl
CYLD	CYLD	1540	Tempus
ENSG00000244561			Ensembl
ENSG00000128833	MYO5C	55930	Ensembl
ENSG00000188760	TMEM198	130612	Ensembl
ENSG00000253503			Ensembl
ENSG00000103375	AQP8	343	Ensembl
ENSG00000131018	SYNE1	23345	Ensembl
ENSG00000279405			Ensembl
TGFB3	TGFB3	7043	Pharos
ENSG00000117308	GALE	2582	HingoraniCasas
ENSG00000115233	PSMD14	10213	Ensembl
ENSG00000169871	TRIM56	81844	Ensembl
ENSG00000044574	HSPA5	3309	HingoraniCasas
ENSG00000286937			Ensembl
368	ABCC6	368	GuideToPharmacology
Q9HCN6	GP6	51206	TdgClinicalTrial
ENSG00000230122	ECEL1P3	260332	Ensembl
SCYL3	SCYL3	57147	dGene
ENSG00000265885	RN7SL783P	106479505	Ensembl
ENSG00000070748	CHAT	1103	HingoraniCasas
ENSG00000163046	ANKRD30BL	554226	Ensembl
ENSG00000065000	AP3D1	8943	Ensembl
ENSG00000278702			Ensembl
ENSG00000285835			Ensembl
Q5XPI4	RNF123	63891	HopkinsGroom
ENSG00000023902	PLEKHO1	51177	Ensembl
O15075	DCLK1	9201	HopkinsGroom
Phosphogluconate dehydrogenase	PGD	5226	TTD
ENSG00000277282	IGHV1OR21-1	390530	Ensembl
ENSG00000115041	KCNIP3	30818	Ensembl
ENSG00000110077	MS4A6A	64231	Ensembl
ENSG00000234474	MIR3663HG	101927704	Ensembl
ENSG00000207269	RN7SKP62	106480460	Ensembl
ENSG00000276557	TRBV18	28569	Ensembl
ENSG00000253351	LINC01298	619344	Ensembl
ENSG00000253235			Ensembl
Cytomegalovirus Glycoprotein B			TTD
ENSG00000240233	RN7SL587P	106479437	Ensembl
ENSG00000142166	IFNAR1	3454	Ensembl
ENSG00000223901			Ensembl
ENSG00000108242	CYP2C18	1562	RussLampel
ENSG00000201023	RNY3P11	106481713	Ensembl
ENSG00000120265	PCMT1	5110	Ensembl
ENSG00000266818			Ensembl
ENSG00000172197	MBOAT1	154141	RussLampel
ENSG00000185404	SP140L	93349	Ensembl
PI4KA	PI4KA	5297	IDG
ABCA1	ABCA1	19	GO
ENSG00000222419	RNA5SP511	100873562	Ensembl
ENSG00000260475			Ensembl
ENSG00000188906	LRRK2	120892	Ensembl
KCNS2	KCNS2	3788	BaderLabGenes
CDK2	CDK2	1017	Pharos
OR2S2	OR2S2	56656	GO
ENSG00000233452	STXBP5-AS1	729178	Ensembl
ENSG00000228742			Ensembl
ENSG00000164647	STEAP1	26872	Ensembl
ENSG00000229961			Ensembl
ENSG00000185664	PMEL	6490	Ensembl
84812	PLCD4	84812	GuideToPharmacology
GRIN2C	GRIN2C	2905	NCI
NRG1	NRG1	3084	CarisMolecularIntelligence
ENSG00000285693			Ensembl
PTGS1	PTGS1	5742	NCI
Q92847	GHSR	2693	HopkinsGroom
ENSG00000135821	GLUL	2752	Ensembl
PRSS42	PRSS42P	339906	dGene
ENSG00000285412			Ensembl
MAK	MAK	4117	BaderLabGenes
ENSG00000254547			Ensembl
ENSG00000223986			Ensembl
ENSG00000165752	STK32C	282974	HingoraniCasas
ENSG00000217514			Ensembl
5296	PIK3R2	5296	GuideToPharmacology
Q8NGP2	OR8J1	219477	HopkinsGroom
ENSG00000250958	LINC00492	100861468	Ensembl
23621	BACE1	23621	GuideToPharmacology
ENSG00000279068			Ensembl
ENSG00000169214	OR6F1	343169	RussLampel
ENSG00000073756	PTGS2	5743	HingoraniCasas
Superoxide dismutase Cu-Zn			TTD
ENSG00000198653			RussLampel
ENSG00000257515			Ensembl
ENSG00000185900	POMK	84197	RussLampel
MYLK	MYLK	4638	DTC
ABHD12	ABHD12	26090	Pharos
ENSG00000181023	OR56B1	387748	Ensembl
ENSG00000287893			Ensembl
29850	TRPM5	29850	GuideToPharmacology
ENSG00000107816	LZTS2	84445	Ensembl
ENSG00000213916	RPL13P	387044	Ensembl
ENSG00000016864	GLT8D1	55830	Ensembl
ENSG00000109819	PPARGC1A	10891	Ensembl
ENSG00000125845	BMP2	650	Ensembl
ENSG00000267564			Ensembl
ENSG00000146047	H2BC1	255626	Ensembl
ENSG00000108960	MMD	23531	Ensembl
ENSG00000134030	CTIF	9811	Ensembl
ENSG00000256525	POLG2	11232	Ensembl
P22303	ACHE	43	HopkinsGroom
DPP10	DPP10	57628	dGene
ENSG00000211783	TRAV9-1	28678	Ensembl
ENSG00000213225	NOC2LP1	643276	Ensembl
PLAT	PLAT	5327	ChemblInteractions
AIP	AIP	9049	Pharos
ENSG00000173762	CD7	924	Ensembl
Q8TDL5	BPIFB1	92747	HopkinsGroom
FGR	FGR	2268	NCI
Q9HD43	PTPRH	5794	HopkinsGroom
ENSG00000261481			Ensembl
ENSG00000279375			Ensembl
ENSG00000197394			RussLampel
ENSG00000172765	TMCC1	23023	Ensembl
ENSG00000205976			Ensembl
ENSG00000073464	CLCN4	1183	Ensembl
ENSG00000186297	GABRA5	2558	HingoraniCasas
ENSG00000115694	STK25	10494	HingoraniCasas
FCER1A	FCER1A	2205	GO
ENSG00000224830	OR2X1P	403245	Ensembl
ENSG00000185803	SLC52A2	79581	Ensembl
ENSG00000237746	ZNF101P1	100419867	Ensembl
ENSG00000274902			Ensembl
SLC22A5	SLC22A5	6584	PharmGKB
ENSG00000231507	LINC01353	100506775	Ensembl
ENSG00000068784	SRBD1	55133	Ensembl
ENSG00000165905	LARGE2	120071	Ensembl
ENSG00000094804	CDC6	990	Ensembl
OR51A2	OR51A2	401667	Pharos
ENSG00000126246	IGFLR1	79713	Ensembl
ENSG00000264572	MIR4296	100423041	Ensembl
CFTR	CFTR	1080	GO
ENSG00000123562	MORF4L2	9643	Ensembl
ENSG00000280369			Ensembl
ENSG00000196535	MYO18A	399687	Ensembl
ENSG00000250716	LINC01017	102467075	Ensembl
ENSG00000197406	DIO3	1735	HingoraniCasas
ENSG00000236796			Ensembl
ENSG00000237293			Ensembl
ENSG00000197063	MAFG	4097	Ensembl
ENSG00000081870	HSPB11	51668	Ensembl
ENSG00000186466	AQP7P1	375719	Ensembl
ENSG00000274049	INO80B-WBP1	100532735	Ensembl
ENSG00000135116	HRK	8739	Ensembl
UBE2M	UBE2M	9040	Pharos
PRKDC	PRKDC	5591	DTC
ENSG00000185972	CCIN	881	Ensembl
TRHDE	TRHDE	29953	dGene
CNDP1	CNDP1	84735	dGene
ELOVL6	ELOVL6	79071	Pharos
ENSG00000200571	RNU6-1284P	106480126	Ensembl
ENSG00000233537	TEDDM2P	127671	Ensembl
DDB2	DDB2	1643	CarisMolecularIntelligence
ENSG00000259471	LINC01169	102723165	Ensembl
ENSG00000221817	PPP3CB-AS1	101929145	Ensembl
ENSG00000154639	CXADR	1525	HingoraniCasas
ENSG00000064886	CHI3L2	1117	HingoraniCasas
ENSG00000262874	C19ORF84	147646	Ensembl
ENSG00000104687	GSR	2936	HingoraniCasas
ENSG00000221496			Ensembl
Q15614	OR8G2P	26492	HopkinsGroom
HTR1C	HTR2C	3358	ChemblInteractions
ENSG00000230360	DDX10P2	401533	Ensembl
ENSG00000235162	C12ORF75	387882	Ensembl
ENSG00000231336			Ensembl
GRAP	GRAP	10750	Pharos
ENSG00000100979	PLTP	5360	HingoraniCasas
ENSG00000101413	RPRD1B	58490	Ensembl
TERT	TERT	7015	Pharos
ENSG00000129467	ADCY4	196883	RussLampel
ENSG00000236176	LINC00353	100874139	Ensembl
ENSG00000186867	QRFPR	84109	RussLampel
ENSG00000201919	RNU6-1022P	106480016	Ensembl
ENSG00000223542			Ensembl
ENSG00000189157	FAM47E	100129583	Ensembl
ENSG00000187486	KCNJ11	3767	HingoraniCasas
9900	SV2A	9900	GuideToPharmacology
ENSG00000261723			Ensembl
ENSG00000215311	NPM1P12	10835	Ensembl
ENSG00000236618	PITPNA-AS1	100306951	Ensembl
MRVI1	IRAG1	10335	Pharos
9376	SLC22A8	9376	GuideToPharmacology
ENSG00000113805	CNTN3	5067	Ensembl
ENSG00000224389	C4B	721	HingoraniCasas
ENSG00000235299	MRPL53P1	359752	Ensembl
Guanylate cyclase	GC	2638	TTD
ENSG00000226807	MROH5	389690	Ensembl
ENSG00000236875	DDX11L5	100287596	Ensembl
CGB3	CGB3	1082	GO
CARM1	CARM1	10498	BaderLabGenes
FHIT	FHIT	2272	CarisMolecularIntelligence
ENSG00000284642			Ensembl
ENSG00000230661	YY1P1	100419963	Ensembl
ENSG00000259871			Ensembl
389015	SLC9A4	389015	GuideToPharmacology
ENSG00000171848	RRM2	6241	HingoraniCasas
ENSG00000185261	KIAA0825	285600	Ensembl
ENSG00000277862	PRAMEF34P	649324	Ensembl
ENSG00000279016			Ensembl
ENSG00000278869			Ensembl
ATM	ATM	472	ClearityFoundationBiomarkers
ENSG00000200432			Ensembl
ENSG00000104833	TUBB4A	10382	HingoraniCasas
MAP3K9	MAP3K9	4293	Pharos
ENSG00000235314	LINC00957	255031	Ensembl
ENSG00000201942	RNA5SP363	100873622	Ensembl
ENSG00000107738	VSIR	64115	Ensembl
ENSG00000201600	RN7SKP124	106480871	Ensembl
ENSG00000266504			Ensembl
ENSG00000264160	MIR4762	100616253	Ensembl
FZD6	FZD6	8323	GO
ENSG00000115896	PLCL1	5334	Ensembl
ENSG00000227540	DNAJC9-AS1	414245	Ensembl
ENSG00000225728			Ensembl
ENSG00000249763			Ensembl
ENSG00000158552	ZFAND2B	130617	Ensembl
ENSG00000242747			Ensembl
ENSG00000182022	CHST15	51363	Ensembl
ENSG00000287075			Ensembl
GPR52	GPR52	9293	IDG
